row,recipient,recipient_line2,ein,city,state,irc_section,cash_amount,noncash_amount,purpose
195,ADENOID CYSTIC CARCINOMA RESEARCHFOUNDATION,,206745475,NEEDHAM HEIGHTS,MA,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
196,ADIRONDACK CAMP OF THE ROCK INC,,823962735,WILMINGTON,NY,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
197,ADIRONDACK COMMUNITY COLLEGE FOUNDATION INC,,222486001,QUEENSBURY,NY,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
198,ADIRONDACK COUNCIL INC,,141594386,ELIZABETHTOWN,NY,501(C)3,55200,,FOR RECIPIENT'S EXEMPT PURPOSE
199,ADIRONDACK EXPLORER INC,,141781617,SARANAC LAKE,NY,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
200,ADIRONDACK FOUNDATION,,161535724,LAKE PLACID,NY,501(C)3,12500,,FOR RECIPIENT'S EXEMPT PURPOSE
201,ADIRONDACK HISTORICAL ASSOCIATION,,135635801,BLUE MOUNTAIN LAKE,NY,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
202,ADIRONDACK LAND TRUST INC,,222559576,KEENE,NY,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
203,ADIRONDACK MOUNTAIN CLUB INC,,150586270,QUEENSBURY,NY,501(C)3,25500,,FOR RECIPIENT'S EXEMPT PURPOSE
204,ADIRONDACK NORTH COUNTRY ASSOCIATION INC,,150563934,SARANAC LAKE,NY,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
205,ADLER PLANETARIUM,,366210902,CHICAGO,IL,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
206,ADM CAPITAL FOUNDATION INC,,262069322,QUINCY,MA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
207,ADMINISTER JUSTICE,,453450789,ELGIN,IL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
208,ADMIRAL NIMITZ FOUNDATION,,741492692,FREDERICKSBURG,TX,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
209,ADMIRALS COVE FOUNDATION INC,,593786373,JUPITER,FL,501(C)3,26230,,FOR RECIPIENT'S EXEMPT PURPOSE
210,ADOLESCENT COUNSELING SERVICES,,510192551,REDWOOD CITY,CA,501(C)3,17000,,FOR RECIPIENT'S EXEMPT PURPOSE
211,ADOLPH H SCHREIBER HEBREW ACADEMY OF ROCKLAND,,131889110,NEW CITY,NY,501(C)3,32000,,FOR RECIPIENT'S EXEMPT PURPOSE
212,ADOPTABLE ANIMAL RESCUE FORCE,,841180776,DIVIDE,CO,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
213,ADOPT-A-CLASSROOM INC,,650828272,MINNEAPOLIS,MN,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
214,ADOPT-A-FAMILY OF THE PALM BEACHES INC,,592471253,LAKE WORTH,FL,501(C)3,407500,,FOR RECIPIENT'S EXEMPT PURPOSE
215,ADOPT-A-NATIVE-ELDER,,870490211,PARK CITY,UT,501(C)3,15500,,FOR RECIPIENT'S EXEMPT PURPOSE
216,ADOPTION OPTION INC,,481177496,OVERLAND PARK,KS,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
217,ADOPTIONS TOGETHER INC,,521703994,BELTSVILLE,MD,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
218,ADOPTIVE FAMILIES COALITION,,454061549,CAVE CREEK,AZ,501(C)3,45600,,FOR RECIPIENT'S EXEMPT PURPOSE
219,ADORABLE MUTTS RESCUE,,464761200,HOUSTON,TX,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
220,ADRIENNE ARSHT CENTER FOUNDATION INC,,262567808,MIAMI,FL,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
221,ADULT CHILDREN OF ALCOHOLICS WORLD SERVICE ORGANIZ,,330038377,LAKEWOOD,CA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
222,ADULT CONGENITAL HEART ASSOCIATION INC,,043447959,MEDIA,PA,501(C)3,12500,,FOR RECIPIENT'S EXEMPT PURPOSE
223,ADULTS AND YOUTH UNITED DEVELOPMENT ASSOCIATION IN,,742696297,SAN ELIZARIO,TX,501(C)3,150000,,FOR RECIPIENT'S EXEMPT PURPOSE
224,ADVANCE COMMUNITY CHURCH INC,,463769505,GIBSONIA,PA,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
225,ADVANCE ILLINOIS NFP,,262052733,CHICAGO,IL,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
226,ADVANCE PEACE,,813858984,RICHMOND,CA,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
227,ADVANCEMENT FOR RURAL KIDS INC,,300559592,NEW YORK,NY,501(C)3,15500,,FOR RECIPIENT'S EXEMPT PURPOSE
228,ADVANCING NATIVE MISSIONS,,752402759,AFTON,VA,501(C)3,5100,,FOR RECIPIENT'S EXEMPT PURPOSE
229,ADVANTAGE SPORTS ACADEMY LLC,,454804012,KAILUA,HI,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
230,ADVANTAGE TESTING FOUNDATION INC,,208379593,NEW YORK,NY,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
231,ADVENT GROUP MINISTRIES INC,,770100966,SAN JOSE,CA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
232,ADVENT LUTHERAN CHURCH,,131635264,NEW YORK,NY,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
233,ADVENT LUTHERAN CHURCH INC,,590999421,BOCA RATON,FL,501(C)3,5456,,FOR RECIPIENT'S EXEMPT PURPOSE
234,ADVENT LUTHERAN CHURCH OF MELBOURNE INC,,592256683,MELBOURNE,FL,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
235,ADVENT SCHOOL CORPORATION,,042304521,BOSTON,MA,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
236,ADVENTHEALTH FOUNDATION INC,,592219301,ALTAMONTE SPRINGS,FL,501(C)3,19701,,FOR RECIPIENT'S EXEMPT PURPOSE
237,ADVENTIST DEVELOPMENT AND RELIEF AGENCY INTERNATIO,,521314847,SILVER SPRING,MD,501(C)3,98552,,FOR RECIPIENT'S EXEMPT PURPOSE
238,ADVENTURE CYCLING ASSOCIATION,,237427629,MISSOULA,MT,501(C)3,15705,,FOR RECIPIENT'S EXEMPT PURPOSE
239,ADVENTURE RISK CHALLENGE,,471579462,TRUCKEE,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
240,ADVENTURERS AND SCIENTISTS FOR CONSERVATION,,453345338,BOZEMAN,MT,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
241,ADVENTURES IN MISSIONS INC,,650133113,GAINESVILLE,GA,501(C)3,46670,,FOR RECIPIENT'S EXEMPT PURPOSE
242,ADVENTUROUS MINDS PRODUCE EXTRAORDINARY DREAMS INC,,471113120,LOUISVILLE,KY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
243,ADVOCATE CHARITABLE FOUNDATION,,363297360,DOWNERS GROVE,IL,501(C)3,24700,,FOR RECIPIENT'S EXEMPT PURPOSE
244,ADVOCATES AGAINST FAMILY VIOLENCE INC,,141866709,CALDWELL,ID,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
245,ADVOCATES FOR CHILDREN OF NY INC,,112247307,NEW YORK,NY,501(C)3,51100,,FOR RECIPIENT'S EXEMPT PURPOSE
246,ADVOCATES FOR COMMUNITY CHOICE,,475456955,MARTHASVILLE,MO,501(C)3,27000,,FOR RECIPIENT'S EXEMPT PURPOSE
247,ADVOCATES FOR THE WEST INC,,061654062,BOISE,ID,501(C)3,92000,,FOR RECIPIENT'S EXEMPT PURPOSE
248,ADVOCATES FOR VICTIMS OF DOMESTIC &SEXUAL ABUSE IN,,391374621,ANTIGO,WI,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
249,ADVOCATES FOR YOUTH,,521173590,WASHINGTON,DC,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
250,ADVOCATES FOUNDATION,,812731038,LOS ANGELES,CA,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
251,ADVOCATES INTERNATIONAL INC,,541646669,FAIRFAX,VA,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
252,AEON,,411558711,MINNEAPOLIS,MN,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
253,AEON AMERICA INC,,813741044,BROOKLYN,NY,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
254,AERIAL RECOVERY,,824664854,NASHVILLE,TN,501(C)3,18500,,FOR RECIPIENT'S EXEMPT PURPOSE
255,AERIE AFRICA INC,,270382888,WASHINGTON CROSSING,PA,501(C)3,20175,,FOR RECIPIENT'S EXEMPT PURPOSE
256,AFFECT REAL CHANGE INC,,474111501,MONROE,LA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
257,AFFORDABLE CENTRAL TEXAS INC,,813188845,AUSTIN,TX,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
258,AFGHAN GIRLS FINANCIAL ASSISTANCE FUND INC,,475527310,SKILLMAN,NJ,501(C)3,70000,,FOR RECIPIENT'S EXEMPT PURPOSE
259,AFGHANEVAC,,873921693,SAN DIEGO,CA,501(C)3,90000,,FOR RECIPIENT'S EXEMPT PURPOSE
260,AFRETECH USA INC,,651221486,POINT ROBERTS,WA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
261,AFRICA 2030,,852070854,TAMPA,FL,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
262,AFRICA ELIMU INC,,203870774,LAKEWOOD,WA,501(C)3,5338,,FOR RECIPIENT'S EXEMPT PURPOSE
263,AFRICA FOUNDATION USA,,880461880,RENO,NV,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
264,AFRICA INLAND MISSION INTERNATIONAL INCORPORATED,,111873101,PEACHTREE CTY,GA,501(C)3,164515,,FOR RECIPIENT'S EXEMPT PURPOSE
265,AFRICA NETWORK EVANGELISM TASK INC,,330532248,FRISCO,TX,501(C)3,22000,,FOR RECIPIENT'S EXEMPT PURPOSE
266,AFRICACRIESOUT,,813022255,KEIZER,OR,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
267,AFRICAN AMERICAN MUSEUM IN,,231941617,PHILADELPHIA,PA,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
268,AFRICAN CHILDRENS MISSION INC,,631173214,BIRMINGHAM,AL,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
269,AFRICAN LEADERSHIP FOUNDATION,,830425133,NEW YORK,NY,501(C)3,36500,,FOR RECIPIENT'S EXEMPT PURPOSE
270,AFRICAN LIBRARY PROJECT,,651261685,MOUNT ROYAL,NJ,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
271,AFRICAN MISSION HEALTHCARE FOUNDATION,,273663856,COLORADO SPGS,CO,501(C)3,18500,,FOR RECIPIENT'S EXEMPT PURPOSE
272,AFRICAN PARKS FOUNDATION OF AMERICA,,300241904,NEW YORK,NY,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
273,AFRICAN PEOPLE & WILDLIFE FUND INC,,203153855,FAR HILLS,NJ,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
274,AFRICAN WILDLIFE FOUNDATION,,520781390,WASHINGTON,DC,501(C)3,125000,,FOR RECIPIENT'S EXEMPT PURPOSE
275,AFRO AMERICAN HISTORICAL ASSOC OF FAUQUIER COUNTY,,541853798,THE PLAINS,VA,501(C)3,40000,,FOR RECIPIENT'S EXEMPT PURPOSE
276,AFRO-AMERICAN CULTURAL CENTER INC,,561152286,CHARLOTTE,NC,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
277,AFS-USA INC,,391711417,NEW YORK,NY,501(C)3,59500,,FOR RECIPIENT'S EXEMPT PURPOSE
278,AFYA FOUNDATION INC,,261300361,YONKERS,NY,501(C)3,28000,,FOR RECIPIENT'S EXEMPT PURPOSE
279,AGA KHAN FOUNDATION USA,,521231983,WASHINGTON,DC,501(C)3,41000,,FOR RECIPIENT'S EXEMPT PURPOSE
280,AGAHOZO-SHALOM YOUTH VILLAGE INC,,273530769,NEW YORK,NY,501(C)3,10540,,FOR RECIPIENT'S EXEMPT PURPOSE
281,AGAPE ADOPTIONS,,271947222,SUMNER,WA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
282,AGAPE CHRISTI ACADEMY,,454690524,EDEN PRAIRIE,MN,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
283,AGAPE COMMUNITY CENTER INC,,582372950,ATLANTA,GA,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
284,AGAPE DEVELOPMENT MINISTRIES,,202095072,HOUSTON,TX,501(C)3,27500,,FOR RECIPIENT'S EXEMPT PURPOSE
285,AGAPE FLIGHTS INC,,592057436,VENICE,FL,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
286,AGAPE GOSPEL MISSION,,391421083,MANASSAS,VA,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
287,AGAPE INTERNATIONAL INC,,200452537,ASHLAND,MA,501(C)3,15916,,FOR RECIPIENT'S EXEMPT PURPOSE
288,AGAPE INTERNATIONAL MISSIONS,,943100052,ROSEVILLE,CA,501(C)3,201100,,FOR RECIPIENT'S EXEMPT PURPOSE
289,AGAPE KURE BEACH MINISTRIES INC,,561343563,FUQUAY VARINA,NC,501(C)3,26000,,FOR RECIPIENT'S EXEMPT PURPOSE
290,AGARITA CHAMBER PLAYERS,,824695428,SAN ANTONIO,TX,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
291,AGATE HOUSING AND SERVICES INC,,010639118,MINNEAPOLIS,MN,501(C)3,11500,,FOR RECIPIENT'S EXEMPT PURPOSE
292,AGGIELAND PREGNANCY OUTREACH,,742893803,COLLEGE STA,TX,501(C)3,33000,,FOR RECIPIENT'S EXEMPT PURPOSE
293,AGING RESOURCES OF DOUGLAS COUNTY,,825166064,CASTLE ROCK,CO,501(C)3,40000,,FOR RECIPIENT'S EXEMPT PURPOSE
294,AGNES IRWIN SCHOOL,,231352650,ROSEMONT,PA,501(C)3,240107,,FOR RECIPIENT'S EXEMPT PURPOSE
295,AGNES SCOTT COLLEGE,,580566116,DECATUR,GA,501(C)3,45500,,FOR RECIPIENT'S EXEMPT PURPOSE
296,AGOURA BIBLE FELLOWSHIP,,953558099,AGOURA HILLS,CA,501(C)3,33000,,FOR RECIPIENT'S EXEMPT PURPOSE
297,AGR FOUNDATION INC,,825462848,TUCSON,AZ,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
298,AGRACE HOSPICECARE FOUNDATION INCORPORATED,,300001703,FITCHBURG,WI,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
299,AGRACE HOSPICECARE INCORPORATED,,391319537,FITCHBURG,WI,501(C)3,116000,,FOR RECIPIENT'S EXEMPT PURPOSE
300,AGRARIAN LAND TRUST,,475508054,WEARE,NH,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
301,AGRICULTURE AND LAND BASED TRAINING ASSOCIATION,,770566055,SALINAS,CA,501(C)3,150000,,FOR RECIPIENT'S EXEMPT PURPOSE
302,AGRICULTURE IMPLEMENTATION RESEARCH & EDUCATION,,274417875,TAOS,NM,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
303,AGUDAT REFUA VCHAIM,,113466034,BROOKLYN,NY,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
304,AH HAA SCHOOL FOR THE ARTS,,232594045,TELLURIDE,CO,501(C)3,21500,,FOR RECIPIENT'S EXEMPT PURPOSE
305,AHA A HANDS ON ADVENTURE A CHILDRENS MUSEUM INC,,208103898,LANCASTER,OH,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
306,AHARON SOFER MEMORIAL FUND INC,,471890257,LAKEWOOD,NJ,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
307,AHAVAS TORAH CENTER,,463390357,HENDERSON,NV,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
308,AHAVAS TZEDAKA INC,,223719783,LAKEWOOD,NJ,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
309,AHAVATH ACHIM CONGREGATION INC,,580632075,ATLANTA,GA,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
310,AHC INC,,541026365,ARLINGTON,VA,501(C)3,12500,,FOR RECIPIENT'S EXEMPT PURPOSE
311,AHMADIYYA MOVEMENT IN ISLAM INC,,526054158,SILVER SPRING,MD,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
312,AHRC NEW YORK CITY FOUNDATION INC,,133779611,NEW YORK,NY,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
313,AICE INC,,521865861,CHEVY CHASE,MD,501(C)3,20500,,FOR RECIPIENT'S EXEMPT PURPOSE
314,AID FOR WOMEN INC,,362988483,CHICAGO,IL,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
315,AID TO THE CHURCH IN NEED INC,,861089466,BROOKLYN,NY,501(C)3,56100,,FOR RECIPIENT'S EXEMPT PURPOSE
316,AID TO VICTIMS OF DOMESTIC ABUSE INC,,592486620,DELRAY BEACH,FL,501(C)3,250000,,FOR RECIPIENT'S EXEMPT PURPOSE
317,AIDS FOUNDATION OF CHICAGO,,363412054,CHICAGO,IL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
318,AIDS HEALTHCARE FOUNDATION,,954112121,LOS ANGELES,CA,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
319,AIDSFREEAFRICA,,651253816,OSSINING,NY,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
320,AIKEN HORSE PARK FOUNDATION,,463094151,AIKEN,SC,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
321,AIKEN JUNIOR GOLF FOUNDATION,,264784141,AIKEN,SC,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
322,AIKEN PREGNANCY CARE CENTER INC,,570891412,AIKEN,SC,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
323,AIM FOR MENTAL HEALTH,,473992060,CARMEL BY THE SEA,CA,501(C)3,15500,,FOR RECIPIENT'S EXEMPT PURPOSE
324,AIM HIGH FOR HIGH SCHOOL,,943296338,SAN FRANCISCO,CA,501(C)3,102500,,FOR RECIPIENT'S EXEMPT PURPOSE
325,AIM HIGHER FOUNDATION,,463935682,SAINT PAUL,MN,501(C)3,334000,,FOR RECIPIENT'S EXEMPT PURPOSE
326,AIR FORCE ACADEMY ATHLETIC CORPORATION,,454331061,USAF ACADEMY,CO,501(C)3,5400,,FOR RECIPIENT'S EXEMPT PURPOSE
327,AIR FORCE ACADEMY FOUNDATION,,260537053,USAF ACADEMY,CO,501(C)3,1057478,,FOR RECIPIENT'S EXEMPT PURPOSE
328,AIR FORCE ASSOCIATION,,526043929,ARLINGTON,VA,501(C)3,23000,,FOR RECIPIENT'S EXEMPT PURPOSE
329,AISH CENTER INC,,263698290,NEW YORK,NY,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
330,AISH GLOBAL INC,,133548993,CLIFTON,NJ,501(C)3,93000,,FOR RECIPIENT'S EXEMPT PURPOSE
331,AISH HATORAH DETROIT,,811928431,OAK PARK,MI,501(C)3,6100,,FOR RECIPIENT'S EXEMPT PURPOSE
332,AISHEL HOUSE INC,,201225881,HOUSTON,TX,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
333,AISLING IRISH COMMUNITY CENTER INC,,133919126,YONKERS,NY,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
334,AKHMEDOVA BALLET FOUNDATION INC,,272978701,SILVER SPRING,MD,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
335,AKIING COMMUNITY DEVELOPMENT CORPORATION,,831587091,CALLAWAY,MN,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
336,AKIVA SCHOOL,,620694534,NASHVILLE,TN,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
337,AKRON CHILDRENS HOSPITAL FOUNDATION,,237114013,AKRON,OH,501(C)3,21500,,FOR RECIPIENT'S EXEMPT PURPOSE
338,AKRON CHILDRENS MUSEUM,,463118462,AKRON,OH,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
339,AKRON COMMUNITY FOUNDATION,,341087615,AKRON,OH,501(C)3,16000,,FOR RECIPIENT'S EXEMPT PURPOSE
340,AKRON GENERAL FOUNDATION,,341127047,AKRON,OH,501(C)3,21000,,FOR RECIPIENT'S EXEMPT PURPOSE
341,AKRON-CANTON REGIONAL FOODBANK,,341369388,AKRON,OH,501(C)3,86000,,FOR RECIPIENT'S EXEMPT PURPOSE
342,AKSHAYA PATRA FOUNDATION USA,,010574950,FREMONT,CA,501(C)3,599702,,FOR RECIPIENT'S EXEMPT PURPOSE
343,AL OTRO LADO INC,,472910078,SAN YSIDRO,CA,501(C)3,93500,,FOR RECIPIENT'S EXEMPT PURPOSE
344,AL WOOTEN JR YOUTH CENTER,,954295918,LOS ANGELES,CA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
345,ALABAMA ARISE,,631186365,MONTGOMERY,AL,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
346,ALABAMA BAPTIST CHILDRENS HOME AND FAMILY MINISTRI,,630302093,BIRMINGHAM,AL,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
347,ALABAMA COALITION FOR IMMIGRANT JUSTICE UNITED,,474352872,IRONDALE,AL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
348,ALABAMA EDUCATIONAL FOUNDATION AND INDIAN SPRINGS,,630319832,PELHAM,AL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
349,ALABAMA EDUCATIONAL TELEVISION FOUNDATION AUTHORIT,,636050895,BIRMINGHAM,AL,501(C)3,22500,,FOR RECIPIENT'S EXEMPT PURPOSE
350,ALABAMA POLICY INSTITUTE INC,,630809568,BIRMINGHAM,AL,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
351,ALACHUA CONSERVATION TRUST INCORPORATED,,592919630,GAINESVILLE,FL,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
352,ALAIN LOCKE CHARTER SCHOOL,,364182397,CHICAGO,IL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
353,ALAMEDA EMERGENCY FOOD,,942878910,ALAMEDA,CA,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
354,ALAMEDA SEVENTH-DAY ADVENTIST CHURCH,,943088948,ALAMEDA,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
355,ALAMO HEIGHTS SCHOOL FOUNDATION,,237282478,SAN ANTONIO,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
356,ALAMO HEIGHTS UNITED METHODIST CHURCH,,742557013,SAN ANTONIO,TX,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
357,ALAMO PUBLIC TELECOMMUNICATIONS COUNCIL,,742461534,SAN ANTONIO,TX,501(C)3,7250,,FOR RECIPIENT'S EXEMPT PURPOSE
358,ALASKA BOTANICAL GARDEN INC,,920115504,ANCHORAGE,AK,501(C)3,41000,,FOR RECIPIENT'S EXEMPT PURPOSE
359,ALASKA COMMUNITY FOUNDATION,,920155067,ANCHORAGE,AK,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
360,ALASKA CONSERVATION FOUNDATION,,920061466,ANCHORAGE,AK,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
361,ALASKA JEWISH CAMPUS,,920139949,ANCHORAGE,AK,501(C)3,18750,,FOR RECIPIENT'S EXEMPT PURPOSE
362,ALASKA MENTAL HEALTH CONSUMER WEB AN ALASKA NON PR,,920164825,ANCHORAGE,AK,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
363,ALASKA PACIFIC UNIVERSITY,,920023588,ANCHORAGE,AK,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
364,ALASKA PUBLIC MEDIA INC,,237394629,ANCHORAGE,AK,501(C)3,38000,,FOR RECIPIENT'S EXEMPT PURPOSE
365,ALASKA WILDERNESS LEAGUE,,521814742,WASHINGTON,DC,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
366,ALASKA WILDLIFE ALLIANCE,,920073877,ANCHORAGE,AK,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
367,ALBANIAN ORTHODOX CHURCH OF THE ANNUNCIATION,,237422911,NATICK,MA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
368,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,,141423161,ALBANY,NY,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
369,ALBANY GENERAL HOSPITAL,,930110095,CORVALLIS,OR,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
370,ALBANY LAW SCHOOL,,141338309,ALBANY,NY,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
371,ALBANY MED HEALTH SYSTEM,,146023119,ALBANY,NY,501(C)3,12900,,FOR RECIPIENT'S EXEMPT PURPOSE
372,ALBEMARLE SOCIETY FOR THE PREVENTION OF CRUELTY TO,,540595009,CHARLOTTESVILLE,VA,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
373,ALBERT & MARY LASKER FOUNDATION INC,,131680062,NEW YORK,NY,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
374,ALBERT EINSTEIN COLLEGE OF MEDICINE,,830621846,BRONX,NY,501(C)3,17500,,FOR RECIPIENT'S EXEMPT PURPOSE
375,ALBERT WISNER PUBLIC LIBRARY FOUNDATION INC,,203272640,WARWICK,NY,501(C)3,39000,,FOR RECIPIENT'S EXEMPT PURPOSE
376,ALBERTUS MAGNUS COLLEGE,,060646520,NEW HAVEN,CT,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
377,ALBION COLLEGE,,381359081,ALBION,MI,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
378,ALBRIGHT COLLEGE,,231352615,READING,PA,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
379,ALBUQUERQUE HEALTH CARE FOR THE HOMELESS INC,,850368993,ALBUQUERQUE,NM,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
380,ALBUQUERQUE MEALS ON WHEELS INC,,850307043,ALBUQUERQUE,NM,501(C)3,10400,,FOR RECIPIENT'S EXEMPT PURPOSE
381,ALBUQUERQUE MUSEUM FOUNDATION INC,,850201054,ALBUQUERQUE,NM,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
382,ALCOHOLIC HOME INC,,566060878,JAMESTOWN,NC,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
