row,recipient,recipient_line2,ein,city,state,irc_section,cash_amount,noncash_amount,purpose
16640,REDEEMER CHURCH,,010817081,JACKSON,MS,501(C)3,24500,,FOR RECIPIENT'S EXEMPT PURPOSE
16641,REDEEMER CHURCH EASTSIDE,,471881646,NEWCASTLE,WA,501(C)3,20977,,FOR RECIPIENT'S EXEMPT PURPOSE
16642,REDEEMER CHURCH OF MIDLAND,,473674567,MIDLAND,TX,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16643,REDEEMER CHURCH SANTA CLARITA VALLEY,,932833714,SANTA CLARITA,CA,501(C)3,13600,,FOR RECIPIENT'S EXEMPT PURPOSE
16644,REDEEMER CITY TO CITY,,383773431,NEW YORK CITY,NY,501(C)3,21100,,FOR RECIPIENT'S EXEMPT PURPOSE
16645,REDEEMER COVENANT CHURCH OF TULSA,,731312138,TULSA,OK,501(C)3,34500,,FOR RECIPIENT'S EXEMPT PURPOSE
16646,REDEEMER FELLOWSHIP VA,,862042844,MERRIFIELD,VA,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
16647,REDEEMER LUTHERAN CHURCH,,941429542,REDWOOD CITY,CA,501(C)3,140000,,FOR RECIPIENT'S EXEMPT PURPOSE
16648,REDEEMER LUTHERAN CHURCH,,910586476,SPOKANE VALLEY,WA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
16649,REDEEMER LUTHERAN CHURCH,,841122061,FORT COLLINS,CO,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
16650,REDEEMER LUTHERAN CHURCH,,376017877,PEORIA,IL,501(C)3,17000,,FOR RECIPIENT'S EXEMPT PURPOSE
16651,REDEEMER LUTHERAN CHURCH,,591276285,WEST PALM BEACH,FL,501(C)3,23000,,FOR RECIPIENT'S EXEMPT PURPOSE
16652,REDEEMER LUTHERAN CHURCH,,362374426,HINSDALE,IL,501(C)3,35000,,FOR RECIPIENT'S EXEMPT PURPOSE
16653,REDEEMER PRESBYTERIAN CHURCH,,742716864,AUSTIN,TX,501(C)3,12531,,FOR RECIPIENT'S EXEMPT PURPOSE
16654,REDEEMER PRESBYTERIAN CHURCH,,450479377,SAN ANTONIO,TX,501(C)3,41700,,FOR RECIPIENT'S EXEMPT PURPOSE
16655,REDEEMER PRESBYTERIAN CHURCH DOWNTOWN,,854254117,NEW YORK CITY,NY,501(C)3,18000,,FOR RECIPIENT'S EXEMPT PURPOSE
16656,REDEEMER PRESBYTERIAN CHURCH INC,,581586612,WINSTON SALEM,NC,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
16657,REDEEMER PRESBYTERIAN CHURCH OF NEW YORK,,133555328,NEW YORK CITY,NY,501(C)3,202100,,FOR RECIPIENT'S EXEMPT PURPOSE
16658,REDEEMING GRACE CHURCH,,200119268,SIMPSONVILLE,SC,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
16659,REDEFINE THIS INC DBA STAR LAB,,922154950,SARASOTA,FL,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
16660,REDEMPTION CHAPEL,,811878103,STOW,OH,501(C)3,25200,,FOR RECIPIENT'S EXEMPT PURPOSE
16661,REDEMPTION CHURCH SEATTLE,,471942052,SEATTLE,WA,501(C)3,20870,,FOR RECIPIENT'S EXEMPT PURPOSE
16662,REDEMPTORISTINE NUNS,,146025701,SPARKILL,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16663,REDF,,542132153,SAN FRANCISCO,CA,501(C)3,101000,,FOR RECIPIENT'S EXEMPT PURPOSE
16664,REDLANDS COMMUNITY MUSIC ASSOCIATION,,956006074,REDLANDS,CA,501(C)3,41000,,FOR RECIPIENT'S EXEMPT PURPOSE
16665,REDLANDS HISTORICAL MUSEUM ASSOCIATION,,330932158,REDLANDS,CA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
16666,REDROVER,,680124097,SACRAMENTO,CA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
16667,REDSTONE HUSKY RESCUE INC,,863182115,COMMERCE,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16668,REDUCETARIAN FOUNDATION INC,,472330450,LOS ANGELES,CA,501(C)3,400000,,FOR RECIPIENT'S EXEMPT PURPOSE
16669,REDWOOD CITY EDUCATION FOUNDATION,,942903141,REDWOOD CITY,CA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
16670,REDWOOD DAY SCHOOL,,942289521,OAKLAND,CA,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
16671,REDWOOD EMPIRE FOOD BANK,,680121855,SANTA ROSA,CA,501(C)3,71750,,FOR RECIPIENT'S EXEMPT PURPOSE
16672,REDWOOD GOSPEL MISSIONS,,946122045,SANTA ROSA,CA,501(C)3,17000,,FOR RECIPIENT'S EXEMPT PURPOSE
16673,REDWOOD HIGH SCHOOL FOUNDATION,,680396973,LARKSPUR,CA,501(C)3,15500,,FOR RECIPIENT'S EXEMPT PURPOSE
16674,REDWOOD TEEN CHALLENGE,,680358004,EUREKA,CA,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
16675,REED INSTITUTE,,930386908,PORTLAND,OR,501(C)3,163411,,FOR RECIPIENT'S EXEMPT PURPOSE
16676,REEF ENVIRONMENTAL EDUCATION FOUNDATION INC,,650270064,KEY LARGO,FL,501(C)3,261000,,FOR RECIPIENT'S EXEMPT PURPOSE
16677,REEL STORIES TEEN FILMMAKING INC,,200936377,BROOKLYN,NY,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
16678,REENTRY HOUSE PLUS INC,,843332768,HILLSBOROUGH,NC,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
16679,RE-EVALUATION FOUNDATION,,910888557,SHORELINE,WA,501(C)3,24000,,FOR RECIPIENT'S EXEMPT PURPOSE
16680,REEVES-REED ARBORETUM,,237335987,SUMMIT,NJ,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
16681,REFED INC,,831579781,CHICAGO,IL,501(C)3,1000000,,FOR RECIPIENT'S EXEMPT PURPOSE
16682,REFILL JACKSON INITIATIVE,,820631249,JACKSON,MS,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16683,REFLEX SYMPATHETIC DYSTROPHY SYNDROME ASSOCIATION,,222559139,MILFORD,CT,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
16684,REFOREST OUR FUTURE,,841982917,BEAVER,PA,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
16685,REFORM CONGREGATION KENESETH ISRAEL,,231365269,ELKINS PARK,PA,501(C)3,13700,,FOR RECIPIENT'S EXEMPT PURPOSE
16686,REFORM TEMPLE OF JUPITER-TEQUESTA INC,,592248680,JUPITER,FL,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
16687,REFORMATION ORTHODOX PRESBYTERIAN CHURCH,,263707327,OVIEDO,FL,501(C)3,18160,,FOR RECIPIENT'S EXEMPT PURPOSE
16688,REFORMED CHURCH OF HIGHLAND PARK - AFFORDABLE HOUS,,205012410,HIGHLAND PARK,NJ,501(C)3,41000,,FOR RECIPIENT'S EXEMPT PURPOSE
16689,REFORMED EVANGELISTIC FELLOWSHIP INC,,586065089,BRISTOL,TN,501(C)3,13400,,FOR RECIPIENT'S EXEMPT PURPOSE
16690,REFORMED FORUM,,272306841,LIBERTYVILLE,IL,501(C)3,21200,,FOR RECIPIENT'S EXEMPT PURPOSE
16691,REFORMED THEOLOGICAL SEMINARY,,640428676,JACKSON,MS,501(C)3,40500,,FOR RECIPIENT'S EXEMPT PURPOSE
16692,REFORMED UNIVERSITY FELLOWSHIP,,581713181,LAWRENCEVILLE,GA,501(C)3,144980,,FOR RECIPIENT'S EXEMPT PURPOSE
16693,REFORMED YOUTH MOVEMENT INC,,237376014,HOUSTON,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16694,REFUAH HELPLINE INC,,201820738,BROOKLYN,NY,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
16695,REFUGE CHURCH OJAI VALLEY,,883603984,OJAI,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16696,REFUGE FOUNDATION,,263581501,BILLINGS,MT,501(C)3,56000,,FOR RECIPIENT'S EXEMPT PURPOSE
16697,REFUGE HOUSE INC,,591869324,TALLAHASSEE,FL,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
16698,REFUGE INTERNATIONAL INC,,820563114,LONGVIEW,TX,501(C)3,10025,,FOR RECIPIENT'S EXEMPT PURPOSE
16699,REFUGE INTERNATIONAL INC,,883583464,GILBERT,SC,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
16700,REFUGE OF HOPE,,921290151,SUNRISE,FL,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
16701,REFUGE OF HOPE MINISTRIES,,341965221,CANTON,OH,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16702,REFUGEE ARTISAN INITIATIVE,,820961407,SEATTLE,WA,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
16703,REFUGEE DEVELOPMENT CENTER INC,,473515841,PROVIDENCE,RI,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
16704,REFUGEE HEALTH ALLIANCE,,842743072,LA JOLLA,CA,501(C)3,100500,,FOR RECIPIENT'S EXEMPT PURPOSE
16705,REFUGEE HOPE PARTNERS INC,,824815219,RALEIGH,NC,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
16706,REFUGEE JUSTICE LEAGUE INC,,820714547,SALT LAKE CITY,UT,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16707,REFUGEE OASIS,,922452841,FORT COLLINS,CO,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16708,REFUGEE WOMEN'S ALLIANCE,,911296964,SEATTLE,WA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
16709,REFUGEEONE,,363817743,CHICAGO,IL,501(C)3,19540,,FOR RECIPIENT'S EXEMPT PURPOSE
16710,REFUGEPOINT,,202061482,BOSTON,MA,501(C)3,37000,,FOR RECIPIENT'S EXEMPT PURPOSE
16711,REGENERATION,,562371774,OAKLAND,CA,501(C)3,37350,,FOR RECIPIENT'S EXEMPT PURPOSE
16712,REGENERATIVE AGRICULTURE FOUNDATION,,844278182,MINNEAPOLIS,MN,501(C)3,22000,,FOR RECIPIENT'S EXEMPT PURPOSE
16713,REGENERATIVE EDUCATION CENTERS,,824555166,KAHULUI,HI,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
16714,REGENERATIVE MEDICINE FOUNDATION INC,,205509308,WELLINGTON,FL,501(C)3,360000,,FOR RECIPIENT'S EXEMPT PURPOSE
16715,REGENT COLLEGE FOUNDATION,,911220704,SEATTLE,WA,501(C)3,38000,,FOR RECIPIENT'S EXEMPT PURPOSE
16716,REGENTS OF THE MERCERSBURG COLLEGE,,231365963,MERCERSBURG,PA,501(C)3,117000,,FOR RECIPIENT'S EXEMPT PURPOSE
16717,REGENTS OF THE UNIVERSITY OF CALIFORNIA,,943067788,OAKLAND,CA,501(C)3,22500,,FOR RECIPIENT'S EXEMPT PURPOSE
16718,REGENTS OF THE UNIVERSITY OF CALIFORNIA,,941539563,SANTA CRUZ,CA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
16719,REGENTS OF THE UNIVERSITY OF CALIFORNIA - SAN FRAN,,946036493,SAN FRANCISCO,CA,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
16720,REGENTS OF THE UNIVERSITY OF CALIFORNIA AT BERKELE,,946002123,BERKELEY,CA,501(C)3,240000,,FOR RECIPIENT'S EXEMPT PURPOSE
16721,REGENTS OF THE UNIVERSITY OF CALIFORNIA DAVIS,,946036494,DAVIS,CA,501(C)3,2449000,,FOR RECIPIENT'S EXEMPT PURPOSE
16722,REGENTS OF THE UNIVERSITY OF MICHIGAN,,386006309,ANN ARBOR,MI,501(C)3,1816300,,FOR RECIPIENT'S EXEMPT PURPOSE
16723,REGENTS SCHOOL OF AUSTIN INC,,742636515,AUSTIN,TX,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
16724,REGENTS SCHOOL OF CHARLOTTESVILLE INC,,273330373,CHARLOTTESVILLE,VA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16725,REGINA APOSTOLORUM FOUNDATION INC,,854233106,ROSWELL,GA,501(C)3,125000,,FOR RECIPIENT'S EXEMPT PURPOSE
16726,REGINA DOMINICAN HIGH SCHOOL,,362378515,WILMETTE,IL,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
16727,REGIONAL ADULT PROTECTIVE SERVICES ADVISORY BOARD,,752726547,MIDLAND,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16728,REGIONAL ENVIRONMENTAL COUNCIL INC,,046364350,WORCESTER,MA,501(C)3,8500,,FOR RECIPIENT'S EXEMPT PURPOSE
16729,REGIONAL FOOD BANK OF N E NY INC,,222470885,CORNWALL,NY,501(C)3,36000,,FOR RECIPIENT'S EXEMPT PURPOSE
16730,REGIONAL FOOD BANK OF NORTHEAST FLORIDA,,465014769,JACKSONVILLE,FL,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
16731,REGIONAL FOOD BANK OF OKLAHOMA,,731100380,OKLAHOMA CITY,OK,501(C)3,23500,,FOR RECIPIENT'S EXEMPT PURPOSE
16732,REGIONAL HOSPICE AND HOME CARE OF WESTERN CONNECTI,,061178847,DANBURY,CT,501(C)3,16000,,FOR RECIPIENT'S EXEMPT PURPOSE
16733,REGIONAL PARKS FOUNDATION,,237011877,PLEASANTON,CA,501(C)3,21250,,FOR RECIPIENT'S EXEMPT PURPOSE
16734,REGIONAL PLAN ASSOCIATION,,131624154,NEW YORK CITY,NY,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
16735,REGIONS HOSPITAL FOUNDATION,,411888902,MINNEAPOLIS,MN,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16736,REGIS FUND TRUST,,474790978,NEW YORK CITY,NY,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
16737,REGIS HIGH SCHOOL,,131624155,NEW YORK CITY,NY,501(C)3,436000,,FOR RECIPIENT'S EXEMPT PURPOSE
16738,REGIS HIGH SCHOOL PROPERTY TRUST,,474779208,NEW YORK CITY,NY,501(C)3,110000,,FOR RECIPIENT'S EXEMPT PURPOSE
16739,REGISTER HER,,881719347,SAN MATEO,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16740,REHABILITATION INSTITUTE OF CHICAGO,,362256036,CHICAGO,IL,501(C)3,73500,,FOR RECIPIENT'S EXEMPT PURPOSE
16741,REHEMA MINISTRIES,,205787364,KENNEWICK,WA,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
16742,REHOBOTH AMBULANCE COMMITTEE INC,,042996595,REHOBOTH,MA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16743,REI COOPERATIVE ACTION FUND,,854299419,SUMNER,WA,501(C)3,26000,,FOR RECIPIENT'S EXEMPT PURPOSE
16744,REID PARK ZOOLOGICAL SOCIETY,,942379052,TUCSON,AZ,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
16745,REIGNING GRACE RANCH,,453219899,RIO VERDE,AZ,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
16746,REIMAGINE INC,,822153990,SAN FRANCISCO,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16747,REINVENT STOCKTON FOUNDATION,,821005719,STOCKTON,CA,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
16748,REITZ MEMORIAL HIGH SCHOOL,,271480068,EVANSVILLE,IN,501(C)3,70000,,FOR RECIPIENT'S EXEMPT PURPOSE
16749,REJOICE LUTHERAN CHURCH,,470426523,OMAHA,NE,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
16750,RELAY GRADUATE SCHOOL OF EDUCATION,,275316628,NEW YORK CITY,NY,501(C)3,2000000,,FOR RECIPIENT'S EXEMPT PURPOSE
16751,RELEASE RECOVERY FOUNDATION INC,,842976778,NEW YORK CITY,NY,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
16752,RELEVANT RADIO INC,,392003067,GREEN BAY,WI,501(C)3,180640,,FOR RECIPIENT'S EXEMPT PURPOSE
16753,RELIANT MISSION INC,,521707002,ORLANDO,FL,501(C)3,58700,,FOR RECIPIENT'S EXEMPT PURPOSE
16754,RELIEF FOUNDATION INC,,272204538,GLADWYNE,PA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
16755,RELIEF RESOURCES INC,,522323151,BROOKLYN,NY,501(C)3,32100,,FOR RECIPIENT'S EXEMPT PURPOSE
16756,RELIGIOUS FAMILY HISTORY CORPORATION,,870470631,DRAPER,UT,501(C)3,14200,,FOR RECIPIENT'S EXEMPT PURPOSE
16757,RELIGIOUS FREEDOM INSTITUTE INC,,810983298,WASHINGTON,DC,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
16758,RELIGIOUS SISTERS OF MERCY OF ALMA,,382350857,ALMA,MI,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
16759,RELIGIOUS ZIONIST YOUTH MOVEMENT BNEI AKIVA OF THE,,133713762,NEW YORK CITY,NY,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
16760,RE-MEMBER,,383553177,PINE RIDGE,SD,501(C)3,60500,,FOR RECIPIENT'S EXEMPT PURPOSE
16761,REMEMBER NHU,,201461313,AKRON,OH,501(C)3,7250,,FOR RECIPIENT'S EXEMPT PURPOSE
16762,REMNANT FELLOWSHIP,,621797803,BRENTWOOD,TN,501(C)3,24996,,FOR RECIPIENT'S EXEMPT PURPOSE
16763,REMNANT FOUNDATION,,412011402,FOREST LAKE,MN,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
16764,REMNANT WESTSIDE CHURCH INC,,200908096,NEW YORK CITY,NY,501(C)3,450000,,FOR RECIPIENT'S EXEMPT PURPOSE
16765,REMOTE AREA MEDICAL (RAM),,581647546,ROCKFORD,TN,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
16766,RENAISSANCE CHARITABLE FOUNDATION INC,,352129262,INDIANAPOLIS,IN,501(C)3,1415804,,FOR RECIPIENT'S EXEMPT PURPOSE
16767,RENAISSANCE CREATIONS,,611896785,KNOXVILLE,TN,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16768,RENAISSANCE ENTREPRENEURSHIP CENTER,,942793122,SAN FRANCISCO,CA,501(C)3,5717,,FOR RECIPIENT'S EXEMPT PURPOSE
16769,RENAISSANCE JAX,,463826037,JACKSONVILLE,FL,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
16770,RENAND FOUNDATION INC,,473698239,POMPANO BEACH,FL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16771,RENASCENCE INC,,631286067,MONTGOMERY,AL,501(C)3,8200,,FOR RECIPIENT'S EXEMPT PURPOSE
16772,RENBROOK SCHOOL INC,,060646702,WEST HARTFORD,CT,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
16773,RENDEZVOUS ARTS CO DEBORAH STEVENSON,,851416987,CHICAGO,IL,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
16774,RENEGADE RELIEF FOUNDATION INC,,883154582,NASHVILLE,TN,501(C)3,60000,,FOR RECIPIENT'S EXEMPT PURPOSE
16775,RENEW BIBLE CHURCH OF PERKASIE,,236411922,PERKASIE,PA,501(C)3,15600,,FOR RECIPIENT'S EXEMPT PURPOSE
16776,RENEW BIBLE MINISTRIES OF PERKASIE INC,,881930627,PERKASIE,PA,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
16777,RENEW DEMOCRACY INITIATIVE INC,,822547275,NEW YORK CITY,NY,501(C)3,4155000,,FOR RECIPIENT'S EXEMPT PURPOSE
16778,RENEW INTERNATIONAL,,223436711,PLAINFIELD,NJ,501(C)3,55000,,FOR RECIPIENT'S EXEMPT PURPOSE
16779,RENEWABLES GLOBAL INC,,934950343,BROOKLYN,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16780,RENEWAL CHURCH OF ANDERSON,,465629953,ANDERSON,SC,501(C)3,10800,,FOR RECIPIENT'S EXEMPT PURPOSE
16781,RENEWAL CITY CHURCH,,462663669,LONGVIEW,WA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16782,RENEWAL MINISTRIES INC,,382385975,ANN ARBOR,MI,501(C)3,16000,,FOR RECIPIENT'S EXEMPT PURPOSE
16783,RENEWAL OF LIFE INC,,900772896,BROOKLYN,NY,501(C)3,24505,,FOR RECIPIENT'S EXEMPT PURPOSE
16784,RENO CHAMBER ORCHESTRA INC,,880134278,RENO,NV,501(C)3,20000,,FOR RECIPIENT'S EXEMPT PURPOSE
16785,RENO PHILHARMONIC ASSOCIATION INC,,942762076,RENO,NV,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16786,RENOVARE INC,,481062723,DENVER,CO,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
16787,RENSSELAER POLYTECHNIC INSTITUTE,,141340095,TROY,NY,501(C)3,162959,,FOR RECIPIENT'S EXEMPT PURPOSE
16788,RENVILLE COUNTY WEST SCHOOL ISD #2890,,411813675,RENVILLE,MN,501(C)3,45000,,FOR RECIPIENT'S EXEMPT PURPOSE
16789,REPAIR THE WORLD,,364524686,NEW YORK CITY,NY,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
16790,REPAIRERS OF THE BREACH,,463332424,GOLDSBORO,NC,501(C)3,16500,,FOR RECIPIENT'S EXEMPT PURPOSE
16791,RE-PLATE,,811005691,OAKLAND,CA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
16792,REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,,520972043,WASHINGTON,DC,501(C)3,18700,,FOR RECIPIENT'S EXEMPT PURPOSE
16793,REPORTERS WITHOUT BORDERS INC,,200708028,WASHINGTON,DC,501(C)3,8500,,FOR RECIPIENT'S EXEMPT PURPOSE
16794,REPRESENTUS EDUCATION FUND,,263088283,FLORENCE,MA,501(C)3,407000,,FOR RECIPIENT'S EXEMPT PURPOSE
16795,REPRODUCTIVE HEALTH SERVICES OF PLANNED PARENTHOOD,,431848056,ST LOUIS,MO,501(C)3,22000,,FOR RECIPIENT'S EXEMPT PURPOSE
16796,RESCUE MISSION ALLIANCE,,237278002,OXNARD,CA,501(C)3,19500,,FOR RECIPIENT'S EXEMPT PURPOSE
16797,RESCUE MISSION ALLIANCE OF SYRACUSE NY,,150532146,SYRACUSE,NY,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
16798,RESCUE MISSION OF EL PASO INC,,746062443,EL PASO,TX,501(C)3,8200,,FOR RECIPIENT'S EXEMPT PURPOSE
16799,RESCUE MISSION OF SALT LAKE INC,,237177264,SALT LAKE CITY,UT,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
16800,RESCUE MISSION OF TRENTON,,210656182,TRENTON,NJ,501(C)3,36500,,FOR RECIPIENT'S EXEMPT PURPOSE
16801,RESCUE MISSIONS MINISTRIES INC DBA DURHAM RESCUE,,581482590,DURHAM,NC,501(C)3,31500,,FOR RECIPIENT'S EXEMPT PURPOSE
16802,RESCUE NETWORK INC,,843274038,BUFFALO,MN,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16803,RESCUED PETS ARE WONDERFUL,,201246949,BLAINE,MN,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
16804,RESCUED PETS MOVEMENT INC,,463708327,HOUSTON,TX,501(C)3,61200,,FOR RECIPIENT'S EXEMPT PURPOSE
16805,RESEARCH - EVAL - PROMOTING ORG RESPON & TRANSPARE,,262971061,JENKINTOWN,PA,501(C)3,160000,,FOR RECIPIENT'S EXEMPT PURPOSE
16806,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW,,131988190,NEW YORK CITY,NY,501(C)3,166838,,FOR RECIPIENT'S EXEMPT PURPOSE
16807,RESERVA THE YOUTH LAND TRUST INC,,842906892,WASHINGTON,DC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16808,RESET DIALOGUES US,,271526127,CHESTNUT HILL,MA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
16809,RESIDENTS ASSOCIATION OF KENDAL AT ITHACA,,161518521,ITHACA,NY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16810,RESIDING HOPE,,590638479,ENTERPRISE,FL,501(C)3,8272,,FOR RECIPIENT'S EXEMPT PURPOSE
16811,RESILIENCE,,363049386,CHICAGO,IL,501(C)3,14150,,FOR RECIPIENT'S EXEMPT PURPOSE
16812,RESILIENCE ACTION FUND INC,,473369805,MIAMI,FL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
16813,RESIST INC,,042433182,JAMAICA PLAIN,MA,501(C)3,98600,,FOR RECIPIENT'S EXEMPT PURPOSE
16814,RESOLUTION PROJECT INC,,264394051,NEW YORK CITY,NY,501(C)3,501000,,FOR RECIPIENT'S EXEMPT PURPOSE
16815,RESOLVE TO SAVE LIVES INC,,862254152,ALEXANDRIA,VA,501(C)3,200000,,FOR RECIPIENT'S EXEMPT PURPOSE
16816,RESONANCE VOCAL ENSEMBLE,,900530275,PORTLAND,OR,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
16817,RESONANCE WORKS,,462709738,PITTSBURGH,PA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
16818,RESONATE CHURCH,,272178893,FREMONT,CA,501(C)3,102500,,FOR RECIPIENT'S EXEMPT PURPOSE
16819,RESOUND CORPORATION,,841529992,COLORADO SPRINGS,CO,501(C)3,6783,,FOR RECIPIENT'S EXEMPT PURPOSE
16820,RESOURCE AREA FOR TEACHING,,770365627,SAN JOSE,CA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
16821,RESOURCE CENTER OF DALLAS INC,,751892059,DALLAS,TX,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
16822,RESOURCE GENERATION,,271847561,NEW YORK CITY,NY,501(C)3,348000,,FOR RECIPIENT'S EXEMPT PURPOSE
16823,RESOURCE A NONPROFIT COMMUNITY ENTERPRISE INC,,030326293,WILLISTON,VT,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
16824,RESOURCES FOR HUMAN DEVELOPMENT INC,,231727133,PHILADELPHIA,PA,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
16825,RESOURCES FOR THE FUTURE INC,,530220900,WASHINGTON,DC,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
16826,RESOURCES LEGACY FUND,,954703838,SACRAMENTO,CA,501(C)3,625000,,FOR RECIPIENT'S EXEMPT PURPOSE
16827,RESOURCES TO INSPIRE STUDENTS & EDUCATORS-DC,,611441621,WASHINGTON,DC,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
