row,recipient,recipient_line2,ein,city,state,irc_section,cash_amount,noncash_amount,purpose
24631,TRI-COUNTY YOUNG MENS CHRISTIAN ASSOCIATION INC,,35-2216734,FERDINAND,IN,501(C)3,312000,,FOR RECIPIENT'S EXEMPT PURPOSE
24632,TRIDENT UNITED WAY INC,,57-0314378,N CHARLESTON,SC,501(C)3,189500,,FOR RECIPIENT'S EXEMPT PURPOSE
24633,TRIFORM ENTERPRISES LIMITED,,22-2186872,HUDSON,NY,501(C)3,31000,,FOR RECIPIENT'S EXEMPT PURPOSE
24634,TRIGG-C M RUSSELL FOUNDATION INC,,81-6003526,GREAT FALLS,MT,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
24635,TRILLIUM KIDS INC,,47-3442630,PAAUILO,HI,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24636,TRI-MOTOR HERITAGE FOUNDATION,,27-1290309,PORT CLINTON,OH,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
24637,TRINIDAD COASTAL LAND TRUST,,94-2552913,TRINIDAD,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24638,TRINITARIAN CONGREGATIONAL CHURCH,,04-2105762,CONCORD,MA,501(C)3,31200,,FOR RECIPIENT'S EXEMPT PURPOSE
24639,TRINITARIAN CONGREGATIONAL CHURCH - WAYLAND MA,,04-2389268,WAYLAND,MA,501(C)3,21000,,FOR RECIPIENT'S EXEMPT PURPOSE
24640,TRINITARIAN PARISH CHURCH,,01-0283068,CASTINE,ME,501(C)3,7266,,FOR RECIPIENT'S EXEMPT PURPOSE
24641,TRINITAS FOUNDATION,,22-2353773,OCEANPORT,NJ,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24642,TRINITAS PRESBYTERIAN CHURCH,,46-1226159,MILL CREEK,WA,501(C)3,14200,,FOR RECIPIENT'S EXEMPT PURPOSE
24643,TRINITY ACADEMY INC,,56-1913131,RALEIGH,NC,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
24644,TRINITY ACADEMY OF NORTHERN VIRGINIA,,99-3771429,FALLS CHURCH,VA,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
24645,TRINITY ALLIANCE OF THE CAPITAL REGION INC,,14-1340122,ALBANY,NY,501(C)3,35000,,FOR RECIPIENT'S EXEMPT PURPOSE
24646,TRINITY ANGLICAN INC,,03-0479748,ATLANTA,GA,501(C)3,48000,,FOR RECIPIENT'S EXEMPT PURPOSE
24647,TRINITY AVENUE PRESBYTERIAN CHURCH,,56-1645828,DURHAM,NC,501(C)3,8550,,FOR RECIPIENT'S EXEMPT PURPOSE
24648,TRINITY BAPTIST CHURCH,,84-4169459,MADISON,AL,501(C)3,29445,,FOR RECIPIENT'S EXEMPT PURPOSE
24649,TRINITY BAPTIST CHURCH,,64-0610834,CARTHAGE,MS,501(C)3,9000,,FOR RECIPIENT'S EXEMPT PURPOSE
24650,TRINITY BAPTIST CHURCH OF CHAPEL HILL,,36-5088793,CHAPEL HILL,NC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24651,TRINITY BAPTIST CHURCH OF MESA ARIZONA,,86-0261155,MESA,AZ,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24652,TRINITY BAPTIST CHURCH OF SAN ANTONIO,,74-1246235,SAN ANTONIO,TX,501(C)3,23700,,FOR RECIPIENT'S EXEMPT PURPOSE
24653,TRINITY BIBLE CHURCH,,57-0608096,GREER,SC,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
24654,TRINITY BIBLE CHURCH,,86-0215940,PHOENIX,AZ,501(C)3,20200,,FOR RECIPIENT'S EXEMPT PURPOSE
24655,TRINITY BOSTON CONNECTS,,04-2736718,BOSTON,MA,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
24656,TRINITY CATHEDRAL,,57-0314419,COLUMBIA,SC,501(C)3,40000,,FOR RECIPIENT'S EXEMPT PURPOSE
24657,TRINITY CENTER WALNUT CREEK,,37-1706813,WALNUT CREEK,CA,501(C)3,9800,,FOR RECIPIENT'S EXEMPT PURPOSE
24658,TRINITY CHAPEL INCORPORATED,,62-1035073,KNOXVILLE,TN,501(C)3,21350,,FOR RECIPIENT'S EXEMPT PURPOSE
24659,TRINITY CHRISTIAN ACADEMY,,75-1324332,ADDISON,TX,501(C)3,25000,,FOR RECIPIENT'S EXEMPT PURPOSE
24660,TRINITY CHRISTIAN CENTER OF SANTA ANA INC,,95-2844062,TUSTIN,CA,501(C)3,126000,,FOR RECIPIENT'S EXEMPT PURPOSE
24661,TRINITY CHRISTIAN COLLEGE ASSOCIATION,,36-2387148,PALOS HEIGHTS,IL,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24662,TRINITY CHURCH,,20-8571998,VIRGINIA BEACH,VA,501(C)3,21000,,FOR RECIPIENT'S EXEMPT PURPOSE
24663,TRINITY CHURCH,,04-2277212,NORTHBOROUGH,MA,501(C)3,17300,,FOR RECIPIENT'S EXEMPT PURPOSE
24664,TRINITY CHURCH OF DAYTON,,86-3561223,DAYTON,OH,501(C)3,18000,,FOR RECIPIENT'S EXEMPT PURPOSE
24665,TRINITY CITY CHURCH,,27-2505749,SAINT PAUL,MN,501(C)3,63750,,FOR RECIPIENT'S EXEMPT PURPOSE
24666,TRINITY CLASSICAL ACADEMY,,47-5313110,WATERLOO,NE,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
24667,TRINITY COLLEGE,,06-0646927,HARTFORD,CT,501(C)3,283625,,FOR RECIPIENT'S EXEMPT PURPOSE
24668,TRINITY COLLEGE,,53-0196640,WASHINGTON,DC,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
24669,TRINITY COMMUNITY CHURCH,,20-2959615,HOCKESSIN,DE,501(C)3,11000,,FOR RECIPIENT'S EXEMPT PURPOSE
24670,TRINITY COMMUNITY CHURCH,,77-0300392,CLOVIS,CA,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
24671,TRINITY COMMUNITY CHURCH OF APEX,,56-2133358,CARY,NC,501(C)3,6500,,FOR RECIPIENT'S EXEMPT PURPOSE
24672,TRINITY COMMUNITY CHURCH OF COLUMBIA INCORPORATED,,81-4949078,COLUMBIA,MO,501(C)3,120295,,FOR RECIPIENT'S EXEMPT PURPOSE
24673,TRINITY EDWARDS SPRINGS PROTECTION ASSOCIATION,,47-3645996,WIMBERLEY,TX,501(C)3,45000,,FOR RECIPIENT'S EXEMPT PURPOSE
24674,TRINITY ENGLISH EVANGELICAL LUTHERAN CHURCH,,35-0876356,FORT WAYNE,IN,501(C)3,8000,,FOR RECIPIENT'S EXEMPT PURPOSE
24675,TRINITY EPISCOPAL CHURCH,,59-0774209,VERO BEACH,FL,501(C)3,350504,,FOR RECIPIENT'S EXEMPT PURPOSE
24676,TRINITY EPISCOPAL CHURCH,,24-0796030,BETHLEHEM,PA,501(C)3,51000,,FOR RECIPIENT'S EXEMPT PURPOSE
24677,TRINITY EPISCOPAL CHURCH,,76-0089559,THE WOODLANDS,TX,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24678,TRINITY EPISCOPAL CHURCH,,56-0530238,ASHEVILLE,NC,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24679,TRINITY EPISCOPAL CHURCH,,72-0467513,NEW ORLEANS,LA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
24680,TRINITY EPISCOPAL CHURCH - STAUNTON VA,,54-0506426,STAUNTON,VA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24681,TRINITY EPISCOPAL PARISH IN MENLO PARK,,94-1219133,MENLO PARK,CA,501(C)3,22050,,FOR RECIPIENT'S EXEMPT PURPOSE
24682,TRINITY EPISCOPAL PARISH OF WATERLOO,,42-0958656,WATERLOO,IA,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
24683,TRINITY EPISCOPAL SCHOOL FOR MINISTRY,,25-1271008,AMBRIDGE,PA,501(C)3,63000,,FOR RECIPIENT'S EXEMPT PURPOSE
24684,TRINITY EPISCOPAL SCHOOLS CORPORATION,,13-5563003,NEW YORK,NY,501(C)3,119000,,FOR RECIPIENT'S EXEMPT PURPOSE
24685,TRINITY EVANGELICAL LUTHERAN CHURCH,,23-1405617,CHAMBERSBURG,PA,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
24686,TRINITY EVANGELICAL LUTHERAN CHURCH,,25-1141560,GIBSONIA,PA,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
24687,TRINITY EVANGELICAL LUTHERAN CHURCH,,25-1024371,WEXFORD,PA,501(C)3,9400,,FOR RECIPIENT'S EXEMPT PURPOSE
24688,TRINITY EVANGELICAL LUTHERAN CHURCH,,90-1121762,CAMP HILL,PA,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
24689,TRINITY EVANGELICAL LUTHERAN CHURCH OF MANHATTAN B,,95-3755899,MANHATTAN BCH,CA,501(C)3,33000,,FOR RECIPIENT'S EXEMPT PURPOSE
24690,TRINITY FREE CLINIC INC,,35-2120420,CARMEL,IN,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
24691,TRINITY HEALTH FOUNDATION,,36-3321751,ROCK ISLAND,IL,501(C)3,14000,,FOR RECIPIENT'S EXEMPT PURPOSE
24692,TRINITY HIGH SCHOOL FOUNDATION INC,,31-1105966,LOUISVILLE,KY,501(C)3,100000,,FOR RECIPIENT'S EXEMPT PURPOSE
24693,TRINITY INTERNATIONAL UNIVERSITY,,36-2216176,DEERFIELD,IL,501(C)3,13000,,FOR RECIPIENT'S EXEMPT PURPOSE
24694,TRINITY LUTHERAN CHURCH,,37-6091728,MILLSTADT,IL,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
24695,TRINITY LUTHERAN CHURCH,,74-1238451,HOUSTON,TX,501(C)3,23925,,FOR RECIPIENT'S EXEMPT PURPOSE
24696,TRINITY LUTHERAN CHURCH,,23-1405607,FAIRVIEW VILLAGE,PA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24697,TRINITY LUTHERAN CHURCH,,39-1125112,STEVENS POINT,WI,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24698,TRINITY LUTHERAN CHURCH,,74-6082122,SPRING,TX,501(C)3,12850,,FOR RECIPIENT'S EXEMPT PURPOSE
24699,TRINITY LUTHERAN CHURCH,,48-0732721,SALINA,KS,501(C)3,12500,,FOR RECIPIENT'S EXEMPT PURPOSE
24700,TRINITY LUTHERAN CHURCH,,46-0235882,YANKTON,SD,501(C)3,10600,,FOR RECIPIENT'S EXEMPT PURPOSE
24701,TRINITY LUTHERAN CHURCH,,83-0242128,SHERIDAN,WY,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24702,TRINITY LUTHERAN CHURCH,,41-0721676,MOORHEAD,MN,501(C)3,7300,,FOR RECIPIENT'S EXEMPT PURPOSE
24703,TRINITY LUTHERAN CHURCH,,81-6012504,KALISPELL,MT,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
24704,TRINITY LUTHERAN CHURCH,,41-1339425,LONG LAKE,MN,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
24705,TRINITY LUTHERAN CHURCH - BRADENTON FL,,59-0838104,BRADENTON,FL,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24706,TRINITY LUTHERAN CHURCH ELCA,,43-6056753,CHESTERFIELD,MO,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
24707,TRINITY LUTHERAN CHURCH OF PLEASANTON,,94-1705517,PLEASANTON,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24708,TRINITY LUTHERAN CHURCH OF READING,,23-1352493,READING,PA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24709,TRINITY METHODIST CHURCH,,38-4246777,JACKSONVILLE,NC,501(C)3,22630,,FOR RECIPIENT'S EXEMPT PURPOSE
24710,TRINITY MISSIONARY CHURCH,,38-2330630,PETOSKEY,MI,501(C)3,35000,,FOR RECIPIENT'S EXEMPT PURPOSE
24711,TRINITY ON THE HILL METHODIST CHURCH,,58-0692299,AUGUSTA,GA,501(C)3,35000,,FOR RECIPIENT'S EXEMPT PURPOSE
24712,TRINITY ORTHODOX PRESBYTERIAN CHURCH,,91-1273018,BOTHELL,WA,501(C)3,54000,,FOR RECIPIENT'S EXEMPT PURPOSE
24713,TRINITY ORTHODOX PRESBYTERIAN CHURCH,,23-2579493,HATBORO,PA,501(C)3,13200,,FOR RECIPIENT'S EXEMPT PURPOSE
24714,TRINITY POINT CHURCH OF GOD,,25-1286080,CLARION,PA,501(C)3,7000,,FOR RECIPIENT'S EXEMPT PURPOSE
24715,TRINITY PRESBYTERIAN,,38-3974476,FORT WORTH,TX,501(C)3,139500,,FOR RECIPIENT'S EXEMPT PURPOSE
24716,TRINITY PRESBYTERIAN CHURCH,,54-1035987,CHARLOTTESVILLE,VA,501(C)3,38500,,FOR RECIPIENT'S EXEMPT PURPOSE
24717,TRINITY PRESBYTERIAN CHURCH,,13-3831626,MOUNT KISCO,NY,501(C)3,27200,,FOR RECIPIENT'S EXEMPT PURPOSE
24718,TRINITY PRESBYTERIAN CHURCH,,26-0024823,NORFOLK,VA,501(C)3,24000,,FOR RECIPIENT'S EXEMPT PURPOSE
24719,TRINITY PRESBYTERIAN CHURCH,,94-1196243,SANTA CRUZ,CA,501(C)3,16808,,FOR RECIPIENT'S EXEMPT PURPOSE
24720,TRINITY PRESBYTERIAN CHURCH,,56-0611581,CHARLOTTE,NC,501(C)3,16000,,FOR RECIPIENT'S EXEMPT PURPOSE
24721,TRINITY PRESBYTERIAN CHURCH,,43-0783940,COLUMBIA,MO,501(C)3,8129,,FOR RECIPIENT'S EXEMPT PURPOSE
24722,TRINITY PRESBYTERIAN CHURCH,,62-1360950,MURFREESBORO,TN,501(C)3,6060,,FOR RECIPIENT'S EXEMPT PURPOSE
24723,TRINITY PRESBYTERIAN CHURCH,,20-0432595,HINSDALE,IL,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
24724,TRINITY PRESBYTERIAN CHURCH - ATLANTA GA,,58-0607087,ATLANTA,GA,501(C)3,42000,,FOR RECIPIENT'S EXEMPT PURPOSE
24725,TRINITY PRESBYTERIAN CHURCH - CHERRY HILL NJ,,21-6007897,CHERRY HILL,NJ,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
24726,TRINITY PRESBYTERIAN CHURCH OF CAMARILLO,,95-2408643,CAMARILLO,CA,501(C)3,9600,,FOR RECIPIENT'S EXEMPT PURPOSE
24727,TRINITY PRESBYTERIAN CHURCH OF LAKELAND INC,,59-3607253,LAKELAND,FL,501(C)3,5600,,FOR RECIPIENT'S EXEMPT PURPOSE
24728,TRINITY PROTESTANT REFORMED CHURCH,,38-3629652,HUDSONVILLE,MI,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24729,TRINITY REFORMED CHURCH,,92-2240249,NEWNAN,GA,501(C)3,10500,,FOR RECIPIENT'S EXEMPT PURPOSE
24730,TRINITY REFORMED CHURCH OF BLOOMINGTON INDIANA INC,,35-1984137,BLOOMINGTON,IN,501(C)3,27000,,FOR RECIPIENT'S EXEMPT PURPOSE
24731,TRINITY REFORMED CHURCH OF ORANGE CITY IOWA,,42-0716350,ORANGE CITY,IA,501(C)3,45000,,FOR RECIPIENT'S EXEMPT PURPOSE
24732,TRINITY RESCUE MISSION INCORPORATED,,59-6152373,JACKSONVILLE,FL,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24733,TRINITY SCHOOL,,94-2780280,MENLO PARK,CA,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
24734,TRINITY SCHOOL INC,,58-1197585,ATLANTA,GA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24735,TRINITY SCHOOL OF DURHAM AND CHAPEL HILL INC,,56-1926923,DURHAM,NC,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
24736,TRINITY SCHOOL OF MIDLAND TEXAS,,75-0995808,MIDLAND,TX,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
24737,TRINITY UNITED CHURCH OF CHRIST,,36-2520843,DEERFIELD,IL,501(C)3,105100,,FOR RECIPIENT'S EXEMPT PURPOSE
24738,TRINITY UNITED LUTHERAN CHURCH,,36-6009039,WAUKEGAN,IL,501(C)3,16250,,FOR RECIPIENT'S EXEMPT PURPOSE
24739,TRINITY UNITED METHODIST CHURCH,,72-0562030,RUSTON,LA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24740,TRINITY UNITED METHODIST CHURCH,,23-1518201,HUMMELSTOWN,PA,501(C)3,14600,,FOR RECIPIENT'S EXEMPT PURPOSE
24741,TRINITY UNITED METHODIST CHURCH,,54-0577300,ALEXANDRIA,VA,501(C)3,7377,,FOR RECIPIENT'S EXEMPT PURPOSE
24742,TRINITY UNITED METHODIST CHURCH - COLUMBUS OH,,31-4381389,COLUMBUS,OH,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
24743,TRINITY UNITED METHODIST CHURCH HOMEWOOD ALABAMA,,63-0302180,BIRMINGHAM,AL,501(C)3,26500,,FOR RECIPIENT'S EXEMPT PURPOSE
24744,TRINITY UNITED METHODIST CHURCH OF PRINCE FREDERIC,,52-0823373,PRNC FREDERCK,MD,501(C)3,14230,,FOR RECIPIENT'S EXEMPT PURPOSE
24745,TRINITY UNITED METHODIST CHURCH OF TALLAHASSEE FLO,,59-0638497,TALLAHASSEE,FL,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24746,TRINITY UNITED PRESBYTERIAN CHURCH,,95-1738147,SANTA ANA,CA,501(C)3,25800,,FOR RECIPIENT'S EXEMPT PURPOSE
24747,TRINITY UNIVERSITY,,74-1109633,SAN ANTONIO,TX,501(C)3,459750,,FOR RECIPIENT'S EXEMPT PURPOSE
24748,TRINITY VALLEY COMMUNITY COLLEGE FOUNDATION,,23-7365212,ATHENS,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24749,TRINITY VINEYARD CHRISTIAN FELLOWSHIP,,36-3803526,ST CHARLES,IL,501(C)3,34400,,FOR RECIPIENT'S EXEMPT PURPOSE
24750,TRINITY WEST SEATTLE,,47-2323300,SEATTLE,WA,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
24751,TRINITY-PAWLING SCHOOL CORPORATION,,14-1601551,PAWLING,NY,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
24752,TRI-PARISH COMMUNITY CHURCH,,04-6354611,NEW BRAINTREE,MA,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24753,TRIPLE H RANCH & THERAPEUTIC HORSEMANSHIP FOUNDATI,,99-2366541,MILTON,WI,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24754,TRIPLE H YOUTH RANCH,,94-3413549,RIPON,CA,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24755,TRIPLE NEGATIVE BREAST CANCERFOUNDATION INC,,20-5880756,NORWOOD,NJ,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24756,TRI-STATE CENTER FOR THE ARTS INC,,14-1729925,SHARON,CT,501(C)3,6000,,FOR RECIPIENT'S EXEMPT PURPOSE
24757,TRI-VALLEY HAVEN FOR WOMEN,,94-2462357,LIVERMORE,CA,501(C)3,5500,,FOR RECIPIENT'S EXEMPT PURPOSE
24758,TROUT UNLIMITED INC,,38-1612715,ARLINGTON,VA,501(C)3,965294,,FOR RECIPIENT'S EXEMPT PURPOSE
24759,TROY SAVINGS BANK MUSIC HALL CORPORATION,,22-2270512,TROY,NY,501(C)3,8690,,FOR RECIPIENT'S EXEMPT PURPOSE
24760,TRUCARE NETWORK,,26-4626842,AUSTIN,TX,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24761,TRUCHA,,85-3104670,MCALLEN,TX,501(C)3,75000,,FOR RECIPIENT'S EXEMPT PURPOSE
24762,TRUCKEE DONNER LAND TRUST,,68-0245327,TRUCKEE,CA,501(C)3,92000,,FOR RECIPIENT'S EXEMPT PURPOSE
24763,TRUCKEE TRAILS FOUNDATION,,01-0601303,TRUCKEE,CA,501(C)3,9500,,FOR RECIPIENT'S EXEMPT PURPOSE
24764,TRUCKING CARES FOUNDATION,,82-3015119,WASHINGTON,DC,501(C)3,50000,,FOR RECIPIENT'S EXEMPT PURPOSE
24765,TRUE AWAKENING,,26-3795320,DALLAS,TX,501(C)3,56500,,FOR RECIPIENT'S EXEMPT PURPOSE
24766,TRUE CONCORD VOICES AND ORCHESTRA INC,,56-2488631,TUCSON,AZ,501(C)3,32000,,FOR RECIPIENT'S EXEMPT PURPOSE
24767,TRUE HOPE CHURCH,,82-0224192,BOISE,ID,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24768,TRUE IMPACT MINISTRIES INC,,45-3370792,CASTLE ROCK,CO,501(C)3,6800,,FOR RECIPIENT'S EXEMPT PURPOSE
24769,TRUE KIDS 1,,27-1939161,TAOS,NM,501(C)3,7500,,FOR RECIPIENT'S EXEMPT PURPOSE
24770,TRUE LIFE BAPTIST CHURCH OF JEFFERSON CITY,,14-1875221,TALBOTT,TN,501(C)3,7200,,FOR RECIPIENT'S EXEMPT PURPOSE
24771,TRUE LIFE CHURCH DENVER,,46-1125057,DENVER,CO,501(C)3,7800,,FOR RECIPIENT'S EXEMPT PURPOSE
24772,TRUE LIFE CHURCH ROCHESTER,,41-1461812,ROCHESTER,MN,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24773,TRUE NORTH YOUTH PROGRAM,,46-4789197,TELLURIDE,CO,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24774,TRUE THE VOTE INC,,27-2860095,HOUSTON,TX,501(C)3,45500,,FOR RECIPIENT'S EXEMPT PURPOSE
24775,TRUE WEST FILM CENTER,,47-2085577,HEALDSBURG,CA,501(C)3,37500,,FOR RECIPIENT'S EXEMPT PURPOSE
24776,TRUENORTH HEALTH FOUNDATION,,45-3783047,SANTA ROSA,CA,501(C)3,110000,,FOR RECIPIENT'S EXEMPT PURPOSE
24777,TRURO COMMUNITY KITCHEN,,85-0552520,NORTH TRURO,MA,501(C)3,12000,,FOR RECIPIENT'S EXEMPT PURPOSE
24778,TRUST FOR PUBLIC LAND,,23-7222333,SAN FRANCISCO,CA,501(C)3,2647933,,FOR RECIPIENT'S EXEMPT PURPOSE
24779,TRUST FOR WILDLIFE INC,,06-1075043,SHAFTSBURY,VT,501(C)3,15000,,FOR RECIPIENT'S EXEMPT PURPOSE
24780,TRUST WOMEN FOUNDATION INC,,27-3246473,WICHITA,KS,501(C)3,48600,,FOR RECIPIENT'S EXEMPT PURPOSE
24781,TRUSTBRIDGE FOUNDATION INC,,20-3974070,LAKEWOOD RANCH,FL,501(C)3,12700,,FOR RECIPIENT'S EXEMPT PURPOSE
24782,TRUSTED WORLD FOUNDATION INC,,45-5264332,GARLAND,TX,501(C)3,45000,,FOR RECIPIENT'S EXEMPT PURPOSE
24783,TRUSTEE OF BRANTWOOD CAMP,,02-0262682,PETERBOROUGH,NH,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24784,TRUSTEES FOR ALASKA,,92-6010379,ANCHORAGE,AK,501(C)3,18500,,FOR RECIPIENT'S EXEMPT PURPOSE
24785,TRUSTEES FOR HARVARD UNIVERSITY,,53-0199180,CAMBRIDGE,MA,501(C)3,38000,,FOR RECIPIENT'S EXEMPT PURPOSE
24786,TRUSTEES OF AMHERST COLLEGE,,04-2103542,AMHERST,MA,501(C)3,1825044,,FOR RECIPIENT'S EXEMPT PURPOSE
24787,TRUSTEES OF BOSTON UNIVERSITY,,04-2103547,BOSTON,MA,501(C)3,1087619,,FOR RECIPIENT'S EXEMPT PURPOSE
24788,TRUSTEES OF COLUMBIA UNIVERSITY,,13-5598093,NEW YORK,NY,501(C)3,5666547,,FOR RECIPIENT'S EXEMPT PURPOSE
24789,TRUSTEES OF DARTMOUTH COLLEGE,,02-0222111,HANOVER,NH,501(C)3,3137952,,FOR RECIPIENT'S EXEMPT PURPOSE
24790,TRUSTEES OF DARTMOUTH COLLEGE,,02-0514618,HANOVER,NH,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
24791,TRUSTEES OF DARTMOUTH COLLEGE,,55-0894581,HANOVER,NH,501(C)3,10000,,FOR RECIPIENT'S EXEMPT PURPOSE
24792,TRUSTEES OF DEERFIELD ACADEMY,,04-2103563,DEERFIELD,MA,501(C)3,349797,,FOR RECIPIENT'S EXEMPT PURPOSE
24793,TRUSTEES OF ELIOT SCHOOL,,04-2173050,BOSTON,MA,501(C)3,17400,,FOR RECIPIENT'S EXEMPT PURPOSE
24794,TRUSTEES OF HAMILTON COLLEGE,,15-0532200,CLINTON,NY,501(C)3,380750,,FOR RECIPIENT'S EXEMPT PURPOSE
24795,TRUSTEES OF MOUNT HOLYOKE COLLEGE,,04-2103578,SOUTH HADLEY,MA,501(C)3,243800,,FOR RECIPIENT'S EXEMPT PURPOSE
24796,TRUSTEES OF NEWARK ACADEMY,,22-1487270,LIVINGSTON,NJ,501(C)3,21000,,FOR RECIPIENT'S EXEMPT PURPOSE
24797,TRUSTEES OF PHILLIPS ACADEMY,,04-2103579,ANDOVER,MA,501(C)3,905436,,FOR RECIPIENT'S EXEMPT PURPOSE
24798,TRUSTEES OF PURDUE UNIVERSITY,,35-6002041,WEST LAFAYETTE,IN,501(C)3,220900,,FOR RECIPIENT'S EXEMPT PURPOSE
24799,TRUSTEES OF RESERVATIONS,,04-2105780,BOSTON,MA,501(C)3,311912,,FOR RECIPIENT'S EXEMPT PURPOSE
24800,TRUSTEES OF THAYER ACADEMY,,04-2105781,BRAINTREE,MA,501(C)3,36000,,FOR RECIPIENT'S EXEMPT PURPOSE
24801,TRUSTEES OF THE COLLEGE OF THE HOLY CROSS,,04-2103558,WORCESTER,MA,501(C)3,176890,,FOR RECIPIENT'S EXEMPT PURPOSE
24802,TRUSTEES OF THE CONGREGATION SHEARITH ISRAEL IN TH,,13-1623870,NEW YORK,NY,501(C)3,22375,,FOR RECIPIENT'S EXEMPT PURPOSE
24803,TRUSTEES OF THE LAWRENCE ACADEMY AT GROTON,,04-2105775,GROTON,MA,501(C)3,33500,,FOR RECIPIENT'S EXEMPT PURPOSE
24804,TRUSTEES OF THE LAWRENCEVILLE SCHOOL,,21-0634503,LAWRENCEVILLE,NJ,501(C)3,249000,,FOR RECIPIENT'S EXEMPT PURPOSE
24805,TRUSTEES OF THE SMITH COLLEGE,,04-1843040,NORTHAMPTON,MA,501(C)3,244625,,FOR RECIPIENT'S EXEMPT PURPOSE
24806,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,,23-1352685,PHILADELPHIA,PA,501(C)3,4272825,,FOR RECIPIENT'S EXEMPT PURPOSE
24807,TRUSTEES OF THORNTON ACADEMY,,01-0224769,SACO,ME,501(C)3,30000,,FOR RECIPIENT'S EXEMPT PURPOSE
24808,TRUSTEES OF TUFTS COLLEGE,,04-2103634,MEDFORD,MA,501(C)3,10997224,,FOR RECIPIENT'S EXEMPT PURPOSE
